Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,ВКонтакте,WhatsApp,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Vodorobot,,Питьевая вода,"Машиностроителей, 12",,450063,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,5,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.809982,56.116939,https://2gis.com/firm/70000001044015898,branch
Vodorobot,,Питьевая вода,"Сергея Вострецова, 12",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.803264,56.126132,https://2gis.com/firm/70000001095021377,branch
Водомат,,Питьевая вода,"проспект Октября, 124",вход со двора,450098,,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,5,89174489763,,http://alivewater.ru,,,https://vk.com/alivewater_ru,,,,54.772833,56.028097,https://2gis.com/firm/70000001068971473,branch
Vodorobot,,Питьевая вода,"Пекинская, 23",в магазине Пятерочка,450065,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.814484,56.111619,https://2gis.com/firm/70000001091540596,branch
Шатлык-люкс,водомат,Питьевая вода,"СНТ Восход солнца территория, 1Б",,450095,СНТ Восход солнца,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.691369,55.900326,https://2gis.com/firm/70000001047128930,branch
Красная горкa,водомат,Питьевая вода,"Пекинская, 27а",,450065,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.9,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.814173,56.112646,https://2gis.com/firm/70000001057375561,branch
Водомир,водомат,Питьевая вода,"Орджоникидзе, 26/1",1 этаж,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.1,2,89272360157,,http://vodomir.su,,,https://vk.com/vodomirsu,,,,54.8046,56.126626,https://2gis.com/firm/70000001040817005,branch
Vodorobot,,Питьевая вода,"Черниковская, 79",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,2,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.807178,56.124189,https://2gis.com/firm/70000001065659601,branch
Vodorobot,,Питьевая вода,"Дмитрия Донского, 34",,450065,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.822504,56.102864,https://2gis.com/firm/70000001090228052,branch
Красная горкa,водомат,Питьевая вода,"Орджоникидзе, 30/1а",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.805023,56.129251,https://2gis.com/firm/70000001040817238,branch
Красная горкa,водомат,Питьевая вода,"Дмитрия Донского, 38а",,450065,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,2,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.822003,56.104212,https://2gis.com/firm/70000001050326712,branch
Красная горкa,водомат,Питьевая вода,,,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.811328,56.121231,https://2gis.com/firm/70000001080625058,branch
Vodorobot,,Питьевая вода,"Кольцевая, 168/1",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,2,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.810913,56.122027,https://2gis.com/firm/70000001044007789,branch
Водомат,г. Уфа,Питьевая вода,"Школьная улица, 5а киоск",,450591,,,,Уфимский район,Республика Башкортостан,Россия,"Пн: 09:30-13:00, 14:00-21:00; Вт: 09:30-13:00, 14:00-21:00; Ср: 09:30-13:00, 14:00-21:00; Чт: 09:30-13:00, 14:00-21:00; Пт: 09:30-13:00, 14:00-21:00; Сб: 09:30-13:00, 14:00-21:00; Вс: 09:30-13:00, 14:00-21:00",+05:00,,,,,,,,,,,,54.614719,55.93462,https://2gis.com/firm/70000001036265856,branch
Живая Вода,​пункт продажи воды,Питьевая вода,"Строительная, 1/8",слева от входа,450900,Зинино д.,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89053559988 (служба технической поддержки),,http://alivewater.ru,,,,https://wa.me/79053559988,,,54.640028,56.088576,https://2gis.com/firm/70000001097439503,branch
Живая вода,водомат,Питьевая вода,"Ахметова, 258",,450017,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89174770688,,,,,,https://wa.me/79174770688,https://t.me/mike_me,,54.778368,55.890898,https://2gis.com/firm/70000001100485827,branch
Красноусольская премиум,,Питьевая вода; Безалкогольные напитки; Минеральная вода,"Богдана Хмельницкого, 48а",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,"89177700180 (горячая линия: пн-пт 9:00-18:00; сб, вс 10:00-17:00)",83472163307 (служба доставки: пн-пт 8:30-20:00),http://красноусольскаяпремиум.рф,,,https://vk.com/zhvoda_ufa,,,,54.808212,56.126403,https://2gis.com/firm/70000001092765522,branch
Vodorobot,,Питьевая вода,"Борисоглебская, 28",1 этаж,450065,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.814509,56.118126,https://2gis.com/firm/70000001055965773,branch
Vodorobot,,Питьевая вода,"Богдана Хмельницкого, 48а",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.80846,56.126711,https://2gis.com/firm/70000001081551736,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"Речная, 2/1 Б",,450522,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.2,3,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.614758,55.922056,https://2gis.com/firm/70000001046015435,branch
Живая вода,водомат,Питьевая вода,"Орджоникидзе, 19/2",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,89373003764 (единая справочная: круглосуточно),,,,,,,,,54.806777,56.129926,https://2gis.com/firm/70000001092765298,branch
Vodorobot,,Питьевая вода,"Богдана Хмельницкого, 134",1 этаж,450065,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.3,5,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.820247,56.110618,https://2gis.com/firm/70000001051333821,branch
Живая вода,водомат,Питьевая вода,"набережная реки Уфы, 3/3а",,450073,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.761084,56.051436,https://2gis.com/firm/70000001098492075,branch
Красная горкa,водомат,Питьевая вода,"Фурманова, 8 к4",,450030,,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,4,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.798506,56.139725,https://2gis.com/firm/70000001025749045,branch
Водомир,водомат,Питьевая вода,"Петрозаводская, 10в",,450030,,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,89272360157,,http://vodomir.su,,,,,,,54.795025,56.143445,https://2gis.com/firm/70000001032356857,branch
Vodorobot,,Питьевая вода,"Кремлёвская, 66",,450065,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.81855,56.114517,https://2gis.com/firm/70000001090554767,branch
